id,name,age,department,salary,performance_score,years_of_experience,last_promotion_year,location
399,Rasha Ram,29,Sales,356345.9,10,3,2019,Mumbai
400,Zara Tailor,47,Marketing,1387895.69,5,18,2022,Mumbai
401,Jivin Venkatesh,60,Sales,568178.86,4,34,2015,Bangalore
402,Keya Konda,38,HR,1376309.31,10,7,2019,Delhi
403,Divyansh Ram,28,IT,1076962.45,4,6,2019,Mumbai
404,Raghav Zachariah,38,Marketing,1104532.94,4,8,2019,Chennai
405,Jivika Kapur,27,IT,677227.84,1,26,2020,Delhi
406,Yuvraj  Rau,41,Marketing,1044937.13,3,30,2020,Chennai
407,Armaan Vaidya,47,Sales,336594.95,10,26,2020,Mumbai
408,Parinaaz Samra,31,IT,430416.4,4,34,2021,Delhi
409,Devansh Konda,58,HR,1048506.69,1,4,2016,Chennai
410,Jiya Dey,48,Marketing,1497118.33,2,1,2019,Delhi
411,Sumer Choudhury,30,Sales,1126101.84,9,14,2018,Mumbai
412,Advik Dayal,25,IT,661695.38,1,34,2016,Hyderabad
413,Shray Chaudhary,45,Finance,336217.22,2,34,2018,Hyderabad
414,Vedika Wason,23,HR,570808.67,3,6,2022,Delhi
415,Ela Cheema,32,Marketing,1483904.22,5,16,2021,Chennai
416,Prisha Ramanathan,49,Finance,1101040.38,10,33,2018,Mumbai
417,Parinaaz Gade,25,HR,449631.86,3,8,2020,Bangalore
418,Urvi Bail,51,HR,1136401.62,3,32,2015,Chennai
419,Sana Bhavsar,55,Marketing,1155033.83,9,5,2020,Delhi
420,Kiara Dave,25,Finance,512327.0,4,2,2022,Mumbai
421,Aaryahi Sarma,60,Finance,880481.55,7,11,2022,Chennai
422,Tara Doctor,57,IT,592864.91,5,23,2019,Chennai
423,Hunar Sani,36,HR,884557.14,4,5,2016,Hyderabad
424,Yasmin Vyas,34,Finance,1204410.92,6,15,2023,Mumbai
425,Vihaan Sawhney,50,IT,441187.88,4,14,2017,Bangalore
426,Seher Som,35,Finance,834276.1,4,30,2023,Hyderabad
427,Riya Devan,49,HR,777216.74,10,9,2018,Chennai
428,Heer Setty,47,Marketing,416467.51,2,26,2022,Hyderabad
429,Aradhya Mand,28,Finance,953991.92,8,8,2015,Mumbai
430,Aaryahi Raj,57,Sales,999156.94,10,20,2015,Delhi
431,Dhanush Bahri,30,HR,1043040.4,6,12,2020,Delhi
432,Dhanuk Madan,56,IT,848492.85,4,11,2020,Bangalore
433,Manjari Shukla,57,Marketing,681662.49,6,6,2018,Hyderabad
434,Heer Divan,38,Marketing,954139.79,10,22,2023,Hyderabad
435,Drishya Setty,23,Sales,1089981.57,8,22,2017,Bangalore
436,Yuvaan Suresh,42,Sales,1479576.77,1,3,2017,Mumbai
437,Aniruddh Reddy,49,HR,840996.75,6,23,2023,Chennai
438,Prerak Kara,58,Marketing,863030.34,4,31,2016,Chennai
439,Kiara Baral,25,Sales,433480.19,8,30,2022,Bangalore
440,Mohanlal Sethi,28,HR,384550.14,8,22,2021,Mumbai
441,Rania Dass,42,IT,1234703.78,3,10,2019,Bangalore
442,Miraan Mall,41,Finance,1321931.28,2,23,2015,Chennai
443,Nayantara Malhotra,51,IT,517618.8,4,24,2018,Hyderabad
444,Manjari Walla,57,HR,537590.37,1,8,2018,Mumbai
445,Hazel Chokshi,49,Marketing,644840.04,9,12,2023,Mumbai
446,Zeeshan Tara,47,HR,1218652.88,5,17,2021,Bangalore
447,Samiha Cheema,40,Sales,1420394.87,10,12,2020,Hyderabad
448,Vritika Mangal,39,Marketing,930646.82,6,30,2016,Hyderabad
449,Shaan Shukla,29,Sales,1279258.09,5,32,2022,Bangalore
450,Madhav Badami,59,Finance,937442.2,7,33,2020,Mumbai
451,Jivika Balasubramanian,31,IT,1100728.05,8,12,2022,Bangalore
452,Darshit Aurora,34,Sales,358256.6,4,22,2022,Delhi
453,Dishani Sachdeva,28,Sales,1424236.53,1,8,2023,Bangalore
454,Armaan Dada,56,Sales,687202.7,9,11,2021,Bangalore
455,Adira Ahluwalia,31,Sales,757458.11,1,19,2019,Chennai
456,Neelofar Amble,53,Marketing,334942.08,1,2,2017,Delhi
457,Mahika Kari,22,Sales,567148.0,2,15,2020,Delhi
458,Keya Sarraf,29,Marketing,742612.42,7,21,2016,Mumbai
459,Oorja Arya,55,Marketing,1333053.98,4,13,2020,Chennai
460,Prerak Dara,22,IT,474069.7,2,35,2023,Chennai
461,Ahana  Zachariah,49,Marketing,914326.79,1,12,2019,Delhi
462,Purab Bhatnagar,48,HR,1203824.15,1,27,2022,Delhi
463,Umang Lanka,48,Marketing,689450.63,7,6,2022,Bangalore
464,Akarsh Borde,43,Sales,904370.41,4,27,2020,Chennai
465,Dishani Bala,32,HR,1197689.19,10,31,2015,Mumbai
466,Ivana Soni,56,Finance,1463805.37,6,18,2023,Mumbai
467,Alisha Lala,41,HR,1171775.38,4,3,2017,Bangalore
468,Nehmat Kala,56,HR,503382.8,7,15,2022,Chennai
469,Aarav Dhaliwal,41,Finance,414082.36,4,3,2022,Chennai
470,Aaryahi Kala,58,IT,542303.14,5,33,2016,Bangalore
471,Damini Anand,37,Finance,1245552.47,3,2,2015,Chennai
472,Priyansh Krishnan,32,IT,641937.78,4,12,2023,Bangalore
473,Vanya Ram,24,IT,1166927.36,1,17,2016,Chennai
474,Samar Behl,52,Finance,606195.75,10,3,2018,Delhi
475,Kismat Sastry,53,Sales,1445669.49,4,8,2018,Delhi
476,Nishith Varty,41,Sales,479832.05,5,34,2015,Chennai
477,Samar Chakrabarti,54,HR,1456268.28,6,12,2015,Hyderabad
478,Sana Kaul,48,Sales,457268.59,5,18,2023,Hyderabad
479,Himmat Savant,28,Finance,1349727.41,2,9,2015,Mumbai
480,Manjari Soni,24,Sales,1017163.89,7,20,2015,Delhi
481,Advika Tripathi,56,Finance,412262.06,1,21,2015,Delhi
482,Renee Jain,25,Finance,625611.37,9,22,2019,Mumbai
483,Sana Bhat,49,IT,1087844.24,4,15,2016,Hyderabad
484,Pihu Hari,59,Marketing,1413255.4,8,10,2018,Bangalore
485,Himmat Konda,39,Sales,1284872.48,10,20,2017,Delhi
486,Suhana De,49,IT,997763.2,2,15,2020,Bangalore
487,Ehsaan Viswanathan,55,IT,431794.17,5,29,2017,Chennai
488,Zoya Iyer,36,IT,377786.51,2,31,2015,Chennai
489,Ivana Rattan,23,Marketing,573991.58,3,2,2019,Hyderabad
490,Sara Sarna,46,Sales,1358268.55,8,8,2023,Bangalore
491,Samarth Tata,45,Marketing,1392060.75,4,10,2023,Hyderabad
492,Drishya Srivastava,41,Marketing,796603.26,7,21,2018,Chennai
493,Yashvi Shetty,60,Marketing,1186888.17,6,22,2023,Chennai
494,Ivan Chakraborty,39,IT,1124600.08,2,1,2023,Delhi
495,Yuvaan Magar,57,Finance,967532.43,3,18,2016,Chennai
496,Ojas Sampath,31,Marketing,872454.81,5,1,2023,Bangalore
497,Vidur Sehgal,37,Sales,827291.74,6,20,2015,Chennai
498,Jivin Kakar,59,Sales,921835.47,10,30,2019,Chennai
499,Sumer Uppal,40,Marketing,939506.87,3,24,2022,Delhi
500,Nayantara Kannan,22,Finance,893866.65,6,34,2017,Hyderabad
501,Samar Bhakta,49,HR,551840.38,3,1,2023,Mumbai
502,Azad Lalla,38,Marketing,617527.61,10,3,2015,Delhi
503,Nitya Guha,35,Marketing,1173343.9,3,24,2017,Chennai
504,Miraya Doctor,47,Sales,1094512.89,6,24,2018,Chennai
505,Heer Halder,23,IT,444897.59,7,16,2018,Bangalore
506,Amani Cherian,28,Sales,692459.91,5,5,2022,Chennai
507,Nitara Talwar,33,HR,1337076.73,6,21,2016,Bangalore
508,Vaibhav Bal,43,Finance,811767.35,5,18,2016,Hyderabad
509,Damini Rajagopal,26,IT,1277405.65,3,27,2016,Delhi
510,Myra Chaudhry,35,Marketing,303769.75,1,8,2016,Bangalore
511,Jiya Buch,56,Sales,708821.07,2,27,2022,Bangalore
512,Ivana Iyer,51,Sales,556548.09,7,14,2015,Mumbai
513,Tushar Chhabra,58,Finance,1389593.76,2,24,2019,Delhi
514,Baiju Acharya,57,HR,732892.76,6,27,2017,Chennai
515,Arhaan Venkatesh,52,Sales,1094540.14,8,4,2023,Hyderabad
516,Rania Manda,47,Sales,1231661.55,3,15,2019,Hyderabad
517,Ranbir Shroff,31,HR,350972.8,9,11,2016,Hyderabad
518,Ela Tella,48,Marketing,535819.79,2,11,2016,Mumbai
519,Seher Gera,39,Sales,1431290.37,6,1,2018,Hyderabad
520,Pari Bhargava,58,Marketing,678453.66,7,4,2017,Hyderabad
521,Yuvaan Chadha,38,IT,1254120.1,2,29,2016,Bangalore
522,Elakshi Kamdar,44,IT,831933.89,1,17,2015,Mumbai
523,Mishti Sha,26,Sales,491524.86,7,26,2021,Bangalore
524,Ehsaan Viswanathan,58,IT,635496.17,10,21,2017,Hyderabad
525,Vidur Sagar,39,Finance,1377710.72,9,19,2015,Chennai
526,Gokul Hari,47,Finance,372459.82,6,18,2017,Hyderabad
527,Hunar Arya,53,Finance,826636.96,10,4,2016,Bangalore
528,Ivana Doctor,59,HR,1007476.72,7,30,2022,Mumbai
529,Ahana  Kade,36,IT,1066188.39,1,25,2017,Mumbai
530,Jayan Gupta,42,Finance,1189532.88,4,6,2022,Delhi
531,Biju Rajagopalan,46,Marketing,1478305.93,8,35,2021,Delhi
532,Dishani Issac,23,Finance,1244384.51,9,23,2018,Delhi
533,Jayan Lall,33,Finance,1284806.1,4,27,2021,Chennai
534,Raghav Upadhyay,40,Sales,1453656.37,9,30,2015,Bangalore
535,Baiju Gara,50,IT,1191197.16,5,16,2023,Hyderabad
536,Anaya Kant,32,HR,980525.88,8,3,2023,Mumbai
537,Rasha Sem,39,IT,735745.53,10,10,2019,Bangalore
538,Anaya Shah,29,IT,1482780.9,2,13,2021,Mumbai
539,Hunar Koshy,23,HR,1296996.05,3,5,2017,Bangalore
540,Kismat Kalita,34,IT,960029.56,6,12,2016,Bangalore
541,Ehsaan Dugar,52,Finance,395671.69,7,31,2016,Delhi
542,Yuvaan Raman,28,HR,927641.89,8,21,2015,Bangalore
543,Jiya Deo,33,Finance,1360315.93,7,8,2017,Mumbai
544,Prerak Bala,38,HR,474631.77,1,11,2022,Chennai
545,Drishya Chawla,45,HR,619420.48,9,9,2017,Delhi
546,Advika Lala,56,Sales,635340.87,8,14,2019,Delhi
547,Farhan Bali,60,IT,548006.25,4,30,2017,Mumbai
548,Tanya Rastogi,38,Marketing,871210.64,3,8,2022,Delhi
549,Shalv Bandi,49,Sales,1147973.33,7,18,2019,Delhi
550,Vedika Deshmukh,50,Finance,968420.9,7,15,2021,Delhi
551,Taimur Choudhary,56,Sales,1464019.52,7,22,2015,Bangalore
552,Keya Tank,36,Finance,609091.05,8,16,2022,Hyderabad
553,Indrajit Virk,27,Finance,796163.91,6,2,2023,Hyderabad
554,Kartik Jha,41,IT,668659.17,10,14,2018,Bangalore
555,Saira Lall,34,Finance,370708.58,7,16,2019,Bangalore
556,Divit Rao,36,Finance,559938.5,4,22,2018,Hyderabad
557,Dishani Bhattacharyya,54,Marketing,1323784.03,9,7,2015,Chennai
558,Nehmat Manne,25,HR,510418.32,6,15,2017,Hyderabad
559,Misha Vig,28,IT,1158921.56,7,11,2021,Mumbai
560,Mohanlal Ramaswamy,48,IT,1143285.03,9,26,2015,Chennai
561,Zoya Taneja,52,Sales,492948.56,10,1,2022,Delhi
562,Nitara Chakrabarti,37,Sales,1260051.35,6,24,2017,Hyderabad
563,Kanav Dar,60,HR,825191.18,1,28,2019,Mumbai
564,Kismat Rana,31,Sales,1334611.3,2,33,2015,Mumbai
565,Jiya Bhatt,25,HR,465951.46,1,24,2019,Delhi
566,Heer Bhagat,54,Sales,1204406.05,1,34,2021,Mumbai
567,Darshit Sagar,43,Marketing,567382.4,8,24,2021,Mumbai
568,Lagan Randhawa,33,HR,1219356.7,8,26,2023,Mumbai
569,Bhamini Bhatia,24,Sales,1155199.11,2,8,2022,Delhi
570,Hrishita Jaggi,23,Sales,1192782.38,10,12,2020,Delhi
571,Damini Balay,53,IT,725430.55,5,28,2023,Delhi
572,Hiran Anand,60,Marketing,497267.74,4,15,2019,Hyderabad
573,Madhav Gulati,43,Finance,1251143.07,9,29,2015,Bangalore
574,Arnav Soman,43,Sales,676810.43,10,9,2021,Hyderabad
575,Sahil Kapur,30,HR,918432.61,5,29,2023,Hyderabad
576,Amani Sarraf,24,Sales,1111018.51,1,21,2018,Chennai
577,Nehmat Gade,47,Finance,1369784.44,10,21,2020,Chennai
578,Jayant Swamy,56,Marketing,1488357.29,2,23,2020,Mumbai
579,Myra Sura,47,HR,1076563.75,2,22,2023,Bangalore
580,Divij Deo,37,Marketing,643604.2,10,20,2022,Hyderabad
581,Lagan Sha,31,IT,865025.86,4,34,2016,Delhi
582,Tanya Shere,26,Marketing,495270.91,6,16,2021,Bangalore
583,Ehsaan Handa,46,HR,376556.63,8,15,2018,Bangalore
584,Dharmajan Varma,43,Marketing,390558.31,4,6,2018,Mumbai
585,Aaina Chacko,47,IT,1317512.96,4,23,2018,Bangalore
586,Kashvi Biswas,30,HR,722774.6,2,27,2016,Delhi
587,Aaryahi Choudhary,31,HR,1375534.11,4,16,2015,Bangalore
588,Dhanuk Choudhary,58,Marketing,727870.4,9,12,2018,Bangalore
589,Nitara Vohra,36,Sales,607656.23,8,29,2016,Delhi
590,Kavya Chaudry,37,Marketing,945669.15,6,24,2015,Hyderabad
591,Indrans Malhotra,45,HR,1326317.08,1,2,2018,Chennai
592,Vidur Grover,30,Marketing,339717.39,10,13,2023,Hyderabad
593,Sana Bora,42,Finance,609256.13,10,4,2016,Mumbai
594,Aarna Majumdar,34,Finance,1415950.41,9,28,2023,Chennai
595,Zeeshan Singh,22,Sales,654067.18,2,25,2015,Delhi
596,Yuvraj  Dani,50,Finance,1028328.27,2,14,2019,Hyderabad
597,Aradhya Master,30,Sales,869586.23,6,32,2015,Delhi
598,Faiyaz Jani,59,Marketing,301328.27,5,32,2023,Bangalore
599,Ela Ghose,59,Sales,429255.73,5,15,2017,Mumbai
600,Anaya Choudhry,48,Sales,1201773.41,10,10,2015,Chennai
601,Jayant Dhillon,48,Marketing,983351.32,3,17,2020,Chennai
602,Bhamini Madan,31,Finance,790747.41,6,11,2022,Bangalore
603,Parinaaz Shroff,60,IT,1496325.45,6,12,2017,Bangalore
604,Pranay Khanna,30,HR,506899.42,4,35,2020,Chennai
605,Myra Randhawa,31,Finance,1474995.39,3,26,2016,Delhi
606,Mishti Bora,29,Sales,430772.76,3,2,2015,Hyderabad
607,Vivaan Lal,30,Marketing,598678.62,5,4,2021,Mumbai
608,Vihaan Chana,31,Marketing,974253.09,8,21,2015,Chennai
609,Seher Sabharwal,35,Sales,974655.54,5,35,2022,Mumbai
610,Jayan Edwin,36,HR,1496061.21,5,31,2016,Mumbai
611,Mehul Sura,49,HR,721380.92,3,27,2021,Bangalore
612,Neysa Chacko,22,Sales,1027545.24,1,6,2023,Mumbai
613,Zaina Chaudhuri,24,IT,908081.7,4,28,2022,Mumbai
614,Kanav Bhakta,22,IT,992061.15,9,31,2015,Hyderabad
615,Kismat Ahuja,36,Sales,802996.93,9,24,2020,Hyderabad
616,Mehul Bala,35,Marketing,1486888.05,3,14,2022,Delhi
617,Piya Dass,59,IT,698898.74,8,34,2023,Bangalore
618,Uthkarsh Sastry,48,Sales,1076326.47,7,32,2022,Bangalore
619,Hunar Din,40,Sales,327115.97,9,8,2015,Bangalore
620,Yakshit Thakur,38,Sales,1343156.67,3,12,2023,Bangalore
621,Riya De,48,HR,1007151.34,7,5,2016,Bangalore
622,Baiju Varkey,42,Sales,561186.26,3,26,2023,Mumbai
623,Ritvik Andra,56,HR,753939.67,5,26,2019,Hyderabad
624,Taimur Dey,56,Finance,411392.37,5,8,2022,Bangalore
625,Jayant Bhattacharyya,46,Finance,300687.41,2,6,2022,Mumbai
626,Divyansh Deol,49,Finance,1450660.19,1,22,2021,Delhi
627,Kavya Dyal,43,Marketing,534909.86,1,28,2017,Hyderabad
628,Samiha Basak,24,Sales,1264297.15,4,3,2016,Mumbai
629,Mehul Seshadri,43,Marketing,989563.28,3,16,2015,Hyderabad
630,Anaya Borde,34,Sales,1382029.48,4,11,2019,Chennai
631,Raunak Babu,58,IT,1276645.72,4,6,2016,Chennai
632,Vanya Dara,44,IT,1397625.31,7,33,2018,Delhi
633,Kashvi Bassi,37,HR,1370013.59,7,33,2021,Hyderabad
634,Prisha Borde,49,HR,903816.94,5,6,2017,Bangalore
635,Arhaan Krishnan,43,IT,457885.79,10,32,2019,Delhi
636,Vihaan Chakrabarti,42,IT,1119418.52,8,28,2018,Chennai
637,Indranil Ghose,29,Sales,304918.65,6,29,2016,Delhi
638,Tara Seshadri,44,HR,556572.0,3,12,2023,Bangalore
639,Diya Srinivasan,29,Sales,1034696.63,4,29,2019,Mumbai
640,Fateh Sangha,22,HR,1128382.43,2,5,2018,Chennai
641,Zara Ganesan,42,Marketing,726559.85,7,21,2021,Mumbai
642,Vanya Dalal,55,HR,895700.45,5,23,2019,Delhi
643,Ayesha Kale,41,Marketing,501233.95,2,20,2021,Delhi
644,Rhea Yadav,36,HR,795910.09,8,14,2016,Delhi
645,Vihaan Bir,43,IT,1295704.48,8,27,2023,Mumbai
646,Anaya Ramesh,43,IT,367047.24,3,13,2019,Bangalore
647,Oorja Trivedi,58,HR,1311379.72,5,22,2020,Bangalore
648,Mannat Bali,37,Marketing,1366603.61,5,28,2021,Delhi
649,Ojas Solanki,25,IT,1290991.8,1,13,2020,Bangalore
650,Drishya Sehgal,32,Sales,966302.15,10,5,2016,Delhi
651,Jiya Iyer,47,HR,597081.63,5,10,2019,Hyderabad
652,Lakshay Som,27,Sales,1387886.72,6,9,2019,Bangalore
653,Ahana  Chanda,32,Finance,465938.12,4,33,2023,Bangalore
654,Urvi Ganguly,37,Marketing,1307114.01,1,17,2018,Hyderabad
655,Shamik Madan,56,Sales,1168794.67,10,13,2023,Mumbai
656,Nehmat Deo,55,IT,1394773.3,7,15,2016,Bangalore
657,Biju Varkey,33,IT,639551.61,1,31,2020,Chennai
658,Samarth Bhasin,31,Finance,399012.89,6,23,2021,Bangalore
659,Mehul Dewan,23,Finance,1177317.08,5,7,2022,Hyderabad
660,Onkar Saxena,22,HR,1173571.77,9,18,2022,Mumbai
661,Emir Shetty,29,HR,795059.97,2,15,2019,Delhi
662,Taran Malhotra,29,HR,498296.51,6,15,2023,Chennai
663,Saira Yadav,26,HR,651549.02,5,22,2017,Delhi
664,Shalv Mandal,23,HR,1041385.39,10,12,2018,Bangalore
665,Manjari Chana,51,Sales,1436763.13,9,6,2022,Bangalore
666,Fateh Dewan,43,Marketing,835895.27,6,26,2019,Bangalore
667,Zaina Arora,28,Finance,371764.68,4,35,2015,Bangalore
668,Mannat Raju,51,Finance,806666.66,10,26,2023,Mumbai
669,Eva Ratti,37,HR,1467894.24,7,20,2017,Bangalore
670,Manjari Gola,36,IT,445927.31,1,20,2019,Chennai
671,Tara Srivastava,51,Finance,364704.47,4,34,2019,Mumbai
672,Aarush Gokhale,60,IT,1348718.21,3,10,2023,Hyderabad
673,Elakshi Sankaran,29,HR,834079.7,6,12,2019,Delhi
674,Kavya Thakur,47,IT,1498563.18,1,9,2023,Hyderabad
675,Taran Gupta,22,HR,558719.16,7,7,2020,Mumbai
676,Stuvan Kaul,22,Sales,529383.49,7,10,2020,Hyderabad
677,Vardaniya Kant,27,IT,756557.54,10,2,2016,Mumbai
678,Jivin Master,24,IT,925013.47,1,23,2021,Bangalore
679,Damini Krishna,35,IT,1385223.1,3,30,2018,Bangalore
680,Aayush Hayer,31,HR,1461845.35,6,6,2015,Hyderabad
681,Tiya Deo,35,Sales,1071618.99,7,5,2023,Hyderabad
682,Kabir Tella,29,IT,1488629.67,4,34,2023,Bangalore
683,Damini Sabharwal,37,Sales,879603.49,7,3,2017,Bangalore
684,Uthkarsh Shah,35,Sales,643912.36,3,28,2017,Hyderabad
685,Rhea Gole,26,Finance,717668.31,4,33,2018,Bangalore
686,Anaya Krishnamurthy,31,Marketing,547416.87,4,18,2019,Bangalore
687,Rati Ghosh,23,Finance,1020112.44,10,27,2022,Mumbai
688,Khushi Virk,23,Finance,758127.86,6,10,2017,Chennai
689,Adira Wali,55,IT,985023.91,9,2,2023,Mumbai
690,Neysa Kota,28,Finance,1115241.78,5,9,2021,Chennai
691,Advika Maharaj,44,HR,949517.44,4,13,2022,Chennai
692,Alia Chokshi,60,Finance,750246.8,2,26,2017,Delhi
693,Veer Rajan,45,IT,1405021.63,3,17,2020,Delhi
694,Aarna Kade,51,HR,1145212.22,6,22,2018,Hyderabad
695,Taimur Bhargava,23,HR,1409104.63,7,29,2019,Mumbai
696,Dhanush Jani,38,Sales,307631.97,4,4,2023,Chennai
697,Oorja Goyal,49,Sales,789874.43,3,14,2023,Mumbai
698,Prerak Bansal,30,Finance,550490.07,7,27,2015,Bangalore
699,Purab Rattan,23,Marketing,932203.14,10,10,2017,Bangalore
700,Darshit Bhalla,50,Finance,1211443.21,9,11,2016,Mumbai
701,Stuvan Kapur,46,Marketing,623038.69,3,11,2019,Bangalore
702,Tejas Ganesh,56,Sales,1385192.63,8,11,2016,Mumbai
703,Ayesha Sen,51,Sales,752965.68,8,18,2015,Chennai
704,Lavanya Jayaraman,48,IT,1112998.37,3,12,2017,Mumbai
705,Mishti Shanker,36,Finance,455343.51,1,33,2019,Bangalore
706,Lakshit Srinivas,44,Marketing,902918.07,1,5,2018,Mumbai
707,Kashvi Korpal,37,IT,640492.46,2,5,2020,Hyderabad
708,Ryan Date,51,Finance,1389345.08,5,21,2016,Mumbai
709,Sara Khosla,40,IT,682608.87,8,16,2018,Mumbai
710,Pihu Virk,48,Marketing,827025.39,10,7,2018,Hyderabad
711,Aarav Agarwal,50,Finance,476114.16,4,32,2022,Chennai
712,Shray Dora,44,Marketing,1092962.46,7,11,2021,Mumbai
713,Charvi Gokhale,40,Finance,984555.78,6,13,2021,Hyderabad
714,Anya Solanki,33,IT,950972.2,7,19,2015,Hyderabad
715,Zoya Yohannan,58,HR,1206266.5,1,22,2017,Mumbai
716,Priyansh Dhar,58,Finance,854043.74,3,8,2022,Mumbai
717,Misha Kale,31,Sales,445467.33,1,7,2023,Bangalore
718,Dishani Virk,44,Finance,1159799.57,9,14,2019,Chennai
719,Biju Chada,38,IT,1019290.26,4,22,2021,Delhi
720,Armaan Anne,50,HR,768643.85,3,23,2017,Hyderabad
721,Ritvik Dutta,47,Finance,1128872.72,10,14,2022,Bangalore
722,Dishani Sundaram,60,HR,1259186.66,3,19,2022,Chennai
723,Nitara Shukla,50,HR,539132.05,7,12,2022,Mumbai
724,Aniruddh Saha,55,HR,386299.38,2,31,2019,Chennai
725,Dhruv Dubey,41,HR,621746.61,9,28,2021,Mumbai
726,Badal Shetty,25,Marketing,1186978.84,9,1,2017,Bangalore
727,Yuvaan Khalsa,39,IT,920548.2,10,33,2018,Hyderabad
728,Ryan Varty,38,HR,1126450.13,8,24,2020,Delhi
729,Aaina Ahuja,23,Finance,667766.87,6,14,2015,Chennai
730,Jhanvi Bhat,28,Marketing,1381668.68,4,11,2018,Mumbai
731,Dhruv Kurian,23,HR,533892.16,8,5,2015,Hyderabad
732,Suhana Banerjee,25,IT,409923.4,1,27,2015,Delhi
733,Raghav Devi,34,HR,867801.85,1,23,2018,Delhi
734,Jiya Sarkar,41,IT,747096.3,7,23,2018,Bangalore
735,Yasmin Devan,54,Sales,1431028.2,10,15,2020,Bangalore
736,Armaan Dhawan,24,HR,813389.34,6,12,2020,Mumbai
737,Ela Jain,50,HR,430452.6,5,1,2020,Bangalore
738,Ryan Rege,43,Marketing,1277223.87,8,3,2019,Bangalore
739,Gokul Shetty,60,Finance,1271363.54,10,32,2021,Delhi
740,Vardaniya Tank,48,Sales,665271.12,9,5,2017,Hyderabad
741,Prerak Dara,53,Marketing,566954.18,5,2,2020,Hyderabad
742,Aradhya Gola,36,Sales,1139278.09,10,24,2022,Mumbai
743,Baiju Konda,46,Sales,681888.82,5,33,2022,Chennai
744,Ira Balakrishnan,36,Marketing,814276.2,2,23,2021,Hyderabad
745,Mishti Bali,34,HR,588171.93,3,35,2015,Hyderabad
746,Alia Wali,22,HR,940436.67,2,11,2021,Bangalore
747,Biju Ganesh,60,Sales,926375.77,7,26,2015,Chennai
748,Prisha Kuruvilla,31,Finance,1022679.51,5,29,2022,Mumbai
749,Seher Kade,47,Marketing,1441194.13,1,16,2016,Mumbai
750,Madhav Atwal,45,Marketing,1367829.02,7,9,2015,Delhi
751,Zain Hora,30,Sales,871732.5,9,25,2021,Delhi
752,Suhana Garde,34,Sales,580548.12,6,27,2016,Delhi
753,Bhamini Ramakrishnan,30,IT,1450246.06,8,1,2017,Delhi
754,Saira Chowdhury,37,IT,1351160.31,7,8,2015,Delhi
755,Vivaan Saha,28,Finance,1448971.74,3,11,2021,Chennai
756,Zara Konda,25,HR,672340.93,10,19,2017,Delhi
757,Divij Kothari,50,HR,441826.59,9,18,2019,Hyderabad
758,Shray Ganesan,44,IT,950850.17,7,14,2020,Mumbai
759,Nirvi Taneja,50,Finance,1402614.8,1,25,2020,Mumbai
760,Zaina Som,44,Sales,535977.45,10,10,2023,Chennai
761,Advik Mammen,36,Marketing,1458747.46,6,19,2017,Mumbai
762,Sahil Kamdar,33,IT,497333.19,3,4,2020,Chennai
763,Devansh Ganguly,28,Sales,745184.07,9,11,2016,Delhi
764,Mamooty Sem,24,IT,1375273.76,4,28,2015,Bangalore
765,Nirvaan Bali,23,Sales,403006.48,4,34,2023,Bangalore
766,Anika Toor,42,Sales,1419319.79,10,26,2016,Delhi
767,Divij Gulati,31,Sales,977409.08,10,29,2016,Hyderabad
768,Adira Singhal,22,Finance,467836.58,8,28,2017,Hyderabad
769,Shalv Seshadri,40,Finance,618934.18,8,33,2019,Hyderabad
770,Darshit Kunda,31,Marketing,369132.6,9,16,2015,Bangalore
771,Hazel Bhasin,27,IT,668929.46,7,20,2020,Mumbai
772,Trisha Wali,29,Finance,495134.19,7,25,2021,Hyderabad
773,Rania Bansal,26,HR,1214557.8,9,12,2023,Bangalore
774,Riya Raman,52,Sales,824021.53,8,21,2017,Delhi
775,Shalv Gulati,39,IT,593397.45,1,25,2021,Delhi
776,Umang Din,25,HR,1210721.28,3,11,2016,Mumbai
777,Kiara Sandhu,41,HR,980679.94,4,6,2023,Delhi
778,Chirag Choudhury,25,HR,974811.2,5,21,2023,Chennai
779,Dharmajan De,24,Finance,392479.15,6,15,2017,Chennai
780,Dhanuk Goswami,46,Finance,1129581.27,4,17,2018,Chennai
781,Badal Ghose,52,IT,467361.1,2,9,2017,Bangalore
782,Manikya Johal,27,Sales,1049464.46,3,32,2023,Chennai
783,Hrishita Yogi,59,Marketing,1487583.22,1,25,2023,Chennai
784,Nehmat Dada,55,IT,1362525.38,10,12,2019,Chennai
785,Himmat Chad,22,Sales,320872.54,8,20,2015,Bangalore
786,Hazel Baria,33,Marketing,508242.3,2,6,2022,Chennai
787,Prisha Bera,43,Sales,609251.83,10,21,2016,Bangalore
788,Vedika Koshy,54,Sales,500020.81,3,13,2022,Hyderabad
789,Jiya Kulkarni,43,Marketing,1381556.9,3,29,2022,Hyderabad
790,Shaan Keer,50,IT,915256.48,2,31,2017,Mumbai
791,Indrajit Kalita,37,Sales,1212644.55,6,12,2019,Bangalore
792,Advik Chacko,44,Sales,692965.49,3,34,2018,Delhi
793,Miraya Dugal,47,Marketing,1068842.57,2,32,2017,Chennai
794,Hazel Thakur,37,HR,491368.46,8,6,2020,Delhi
795,Ranbir Yogi,26,Finance,580500.09,4,10,2021,Hyderabad
796,Sana Sachdeva,44,Finance,568114.13,9,32,2017,Mumbai
